              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  105.40 1871 192.59  18 15 68  3.33 3.26 3.03
    0.00    0  0.00  13 14 73  3.33 3.26 3.03
    0.00    0  0.00  13 13 74  3.33 3.26 3.03
    0.00    0  0.00  13 13 74  3.31 3.25 3.02
   16.00    0  0.01  14 14 72  3.31 3.25 3.02
  105.57 1868 192.54  16 13 71  3.20 3.23 3.02
   10.40    5  0.05  13 13 75  3.20 3.23 3.02
    4.00    1  0.01  12 12 76  3.20 3.23 3.02
    4.00    0  0.00  13 13 74  3.19 3.23 3.02
  237.12  336 77.79  14 13 73  3.19 3.23 3.02
   96.24 1507 141.60  17 14 69  3.09 3.21 3.01
  137.69  379 50.94  15 14 71  3.09 3.21 3.01
    8.00    1  0.01  13 13 73  3.09 3.21 3.01
    6.67    3  0.02  13 13 75  3.00 3.19 3.01
    7.36   25  0.18  14 13 73  3.00 3.19 3.01
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  124.35  793 96.35  15 14 71  2.92 3.17 3.00
   90.40 1095 96.65  16 14 70  2.92 3.17 3.00
    0.00    0  0.00  12 12 75  2.92 3.17 3.00
   16.00    1  0.02  13 13 75  2.77 3.13 2.99
   24.00    2  0.05  13 13 74  2.77 3.13 2.99
  205.50  463 92.98  14 13 73  2.95 3.16 3.00
   72.43 1404 99.34  17 15 68  2.95 3.16 3.00
    0.00    0  0.00  13 13 74  2.95 3.16 3.00
    4.00    0  0.00  12 11 77  2.87 3.14 2.99
  251.59  316 77.75  12 12 76  2.87 3.14 2.99
  245.66  169 40.54  13 12 75  2.88 3.14 2.99
   90.60 1721 152.29  16 13 71  2.88 3.14 2.99
   10.00    2  0.02  12 12 76  2.88 3.14 2.99
    0.00    0  0.00  12 12 76  2.81 3.12 2.99
    0.00    0  0.00  12 12 77  2.81 3.12 2.99
    0.00    0  0.00  12 12 77  2.67 3.09 2.98
  101.32 1946 192.55  17 13 70  2.67 3.09 2.98
    0.00    0  0.00  13 13 75  2.67 3.09 2.98
    0.00    0  0.00  13 12 75  2.77 3.10 2.98
   34.67    3  0.10  12 12 75  2.77 3.10 2.98
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   16.00    6  0.10  13 12 75  2.71 3.08 2.98
  105.43 1870 192.53  19 15 67  2.71 3.08 2.98
    0.00    0  0.00  13 12 75  2.71 3.08 2.98
    0.00    0  0.00  13 11 76  2.57 3.05 2.96
  260.09  305 77.58  14 13 74  2.57 3.05 2.96
   12.82   17  0.21  14 13 73  2.45 3.01 2.95
  105.57 1868 192.55  18 13 69  2.45 3.01 2.95
    8.89    4  0.04  14 13 73  2.45 3.01 2.95
    0.00    0  0.00  14 13 74  2.49 3.01 2.95
   11.45   25  0.28  13 13 74  2.49 3.01 2.95
   14.59   17  0.24  13 12 75  2.53 3.01 2.95
  105.49 1869 192.55  18 14 68  2.53 3.01 2.95
    7.20    5  0.04  13 13 74  2.53 3.01 2.95
   37.33    1  0.05  12 12 76  2.73 3.05 2.96
   19.20    7  0.14  13 13 74  2.73 3.05 2.96
   13.00    2  0.03  12 12 76  2.91 3.08 2.98
  105.97 1837 190.12  16 13 71  2.91 3.08 2.98
   19.47  189  3.59  14 13 73  2.91 3.08 2.98
   16.00    0  0.01  12 12 77  3.00 3.09 2.98
  277.44  286 77.60  12 12 76  3.00 3.09 2.98
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   16.00   15  0.24  13 12 74  3.32 3.16 3.00
  137.28 1398 187.46  16 13 70  3.32 3.16 3.00
   10.18  474  4.71  16 13 72  3.32 3.16 3.00
    6.29    3  0.02  12 11 77  3.21 3.14 3.00
    0.00    0  0.00  12 11 76  3.21 3.14 3.00
    0.00    0  0.00  13 12 75  3.11 3.12 2.99
   93.42 1051 95.86  15 12 73  3.11 3.12 2.99
  120.87  819 96.71  15 12 72  3.11 3.12 2.99
    0.00    0  0.00  12 11 77  2.94 3.08 2.98
   12.00    1  0.01  12 11 76  2.94 3.08 2.98
    0.00    0  0.00  12 11 77  2.95 3.08 2.98
  278.68  220 60.00  12 11 77  2.95 3.08 2.98
   82.27 1650 132.58  17 13 70  2.95 3.08 2.98
    4.00    2  0.01  13 11 76  2.87 3.06 2.98
  263.77  301 77.65  12 11 76  2.87 3.06 2.98
   16.00   15  0.24  12 11 77  2.96 3.08 2.98
    0.00    0  0.00  13 11 76  2.96 3.08 2.98
  105.27 1872 192.40  17 13 69  2.96 3.08 2.98
    0.00    0  0.00  13 11 76  2.97 3.08 2.98
    0.00    0  0.00  13 11 76  2.97 3.08 2.98
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  13 11 76  2.97 3.08 2.98
    0.00    0  0.00  13 11 76  2.97 3.08 2.98
  105.42 1870 192.55  18 13 70  2.97 3.08 2.98
    0.00    0  0.00  13 11 76  3.05 3.09 2.99
   16.00    0  0.01  13 12 75  3.05 3.09 2.99
    0.00    0  0.00  12 11 76  3.05 3.09 2.99
    0.00    0  0.00  12 11 76  3.05 3.09 2.99
  105.50 1869 192.56  18 13 70  3.05 3.09 2.99
    0.00    0  0.00  12 11 76  3.04 3.09 2.99
  287.96  276 77.60  12 12 76  3.04 3.09 2.99
   15.27   16  0.25  12 11 77  3.12 3.10 2.99
    0.00    0  0.00  12 11 77  3.12 3.10 2.99
  105.60 1863 192.09  17 13 70  3.12 3.10 2.99
    8.00    4  0.03  12 11 77  3.43 3.17 3.02
    0.00    0  0.00  13 11 76  3.43 3.17 3.02
    0.00    0  0.00  12 11 77  3.48 3.18 3.02
    0.00    0  0.00  12 11 77  3.48 3.18 3.02
  103.92 1899 192.71  17 13 70  3.48 3.18 3.02
    8.00    4  0.03  13 12 76  3.28 3.14 3.01
   16.00    0  0.01  12 11 77  3.28 3.14 3.01
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  12 11 77  3.49 3.19 3.03
    0.00    0  0.00  12 11 77  3.49 3.19 3.03
  112.47 1730 190.04  16 12 72  3.49 3.19 3.03
   18.13  144  2.56  13 12 75  3.29 3.15 3.01
  259.07  307 77.65  12 11 77  3.29 3.15 3.01
   16.00   15  0.24  12 11 77  3.03 3.10 3.00
    0.00    0  0.00  12 11 77  3.03 3.10 3.00
   80.28 1362 106.80  16 12 72  3.03 3.10 3.00
  171.80  511 85.80  14 12 74  3.03 3.10 3.00
    0.00    0  0.00  12 11 77  3.03 3.10 3.00
    0.00    0  0.00  12 11 77  3.19 3.13 3.01
    0.00    0  0.00  12 11 77  3.19 3.13 3.01
  125.64  783 96.10  14 12 74  3.19 3.13 3.01
   90.53 1091 96.48  15 12 72  3.25 3.15 3.01
   15.30   57  0.86  14 12 74  3.25 3.15 3.01
   19.85   26  0.50  14 11 75  3.15 3.13 3.01
    0.00    0  0.00  12 11 76  3.15 3.13 3.01
  147.76  646 93.27  13 12 75  3.15 3.13 3.01
   82.45 1234 99.34  16 12 72  3.06 3.11 3.00
  263.57  310 79.77  12 11 77  3.06 3.11 3.00
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   16.00   15  0.24  12 11 77  2.97 3.09 2.99
    4.00    0  0.00  12 11 77  2.97 3.09 2.99
  185.87  240 43.54  14 12 75  2.97 3.09 2.99
   92.26 1655 149.12  17 13 71  2.89 3.07 2.99
    0.00    0  0.00  12 11 77  2.89 3.07 2.99
    4.00    1  0.01  13 11 76  2.74 3.04 2.98
    0.00    0  0.00  13 12 75  2.74 3.04 2.98
    0.00    0  0.00  14 13 74  2.74 3.04 2.98
  105.31 1871 192.41  19 15 66  2.68 3.02 2.97
    8.00    1  0.01  13 13 74  2.68 3.02 2.97
    0.00    0  0.00  13 12 74  2.87 3.05 2.98
    0.00    0  0.00  13 13 74  2.87 3.05 2.98
   16.14   97  1.54  13 12 75  2.87 3.05 2.98
  104.65 1885 192.65  19 15 66  2.80 3.03 2.98
  214.30  373 77.99  12 13 75  2.80 3.03 2.98
   16.00   23  0.36  13 13 74  2.89 3.05 2.98
   14.48   10  0.15  13 13 74  2.89 3.05 2.98
   32.00    2  0.06  13 13 74  2.89 3.05 2.98
  105.37 1872 192.58  17 13 69  2.90 3.05 2.98
    0.00    0  0.00  12 12 77  2.90 3.05 2.98
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  12 11 77  2.83 3.03 2.98
    0.00    0  0.00  12 12 77  2.83 3.03 2.98
    0.00    0  0.00  12 11 77  2.83 3.03 2.98
  110.38 1968 212.15  18 13 69  2.84 3.03 2.98
    9.33    4  0.04  13 12 75  2.84 3.03 2.98
    0.00    0  0.00  12 11 77  2.86 3.03 2.98
    4.00    1  0.01  12 11 77  2.86 3.03 2.98
    0.00    0  0.00  12 12 77  2.86 3.03 2.98
  101.65 1603 159.08  15 12 73  2.71 2.99 2.96
  197.55  576 111.20  14 13 74  2.71 2.99 2.96
    8.71   56  0.48  11 12 77  2.73 2.99 2.96
    0.00    0  0.00  12 11 77  2.73 2.99 2.96
   16.00    0  0.01  12 12 77  2.73 2.99 2.96
  106.06  934 96.72  14 12 74  2.59 2.96 2.95
  104.83  936 95.86  14 12 73  2.59 2.96 2.95
    0.00    0  0.00  12 11 77  2.38 2.91 2.94
   16.00    0  0.01  12 12 77  2.38 2.91 2.94
    0.00    0  0.00  12 12 77  2.38 2.91 2.94
  121.03  428 50.57  13 12 75  2.43 2.91 2.94
  100.66 1445 142.01  16 13 71  2.43 2.91 2.94
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  12 12 77  2.40 2.90 2.93
    4.00   16  0.06  12 12 77  2.40 2.90 2.93
    0.00    0  0.00  12 12 77  2.40 2.90 2.93
  108.00    5  0.53  12 11 77  2.53 2.92 2.94
  125.57 2174 266.54  16 14 70  2.53 2.92 2.94
    0.00    0  0.00  12 11 77  2.64 2.93 2.94
    0.00    0  0.00  12 12 77  2.64 2.93 2.94
   16.00    0  0.01  12 12 76  2.64 2.93 2.94
    6.67    3  0.02  12 11 77  2.99 3.00 2.96
  105.33 1872 192.58  17 13 70  2.99 3.00 2.96
    0.00    0  0.00  12 12 76  2.83 2.97 2.95
    0.00    0  0.00  12 11 76  2.83 2.97 2.95
    0.00    0  0.00  12 12 76  2.83 2.97 2.95
    0.00    0  0.00  12 12 76  2.69 2.93 2.94
  105.45 1870 192.55  20 15 66  2.69 2.93 2.94
    0.00    0  0.00  14 12 74  2.71 2.94 2.94
    0.00    0  0.00  14 12 74  2.71 2.94 2.94
    0.00    0  0.00  13 12 75  2.71 2.94 2.94
 1003.43   24 24.00  14 12 74  2.73 2.94 2.94
  119.77 2106 246.28  20 15 65  2.73 2.94 2.94
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    8.50    4  0.03  14 13 73  2.59 2.90 2.93
    0.00    0  0.00  13 12 75  2.59 2.90 2.93
   16.00    0  0.01  12 12 75  2.59 2.90 2.93
    0.00    0  0.00  13 13 74  2.71 2.92 2.94
  105.60 1867 192.53  17 13 70  2.71 2.92 2.94
    8.00    4  0.04  13 13 74  2.97 2.97 2.95
    0.00    0  0.00  13 12 75  2.97 2.97 2.95
    4.00    1  0.01  13 12 75  2.97 2.97 2.95
    4.00    0  0.00  13 12 75  2.81 2.94 2.94
  125.92 1554 191.07  16 14 70  2.81 2.94 2.94
    4.48  336  1.47  15 13 71  2.67 2.91 2.93
    0.00    0  0.00  12 12 76  2.67 2.91 2.93
    0.00    0  0.00  12 11 77  2.67 2.91 2.93
  893.96   27 23.96  12 12 77  2.77 2.93 2.94
  140.35 1086 148.79  14 12 73  2.77 2.93 2.94
   97.87 1020 97.51  14 13 73  2.95 2.96 2.95
    0.00    0  0.00  12 11 77  2.95 2.96 2.95
   17.33    1  0.03  12 12 76  2.95 2.96 2.95
    0.00    0  0.00  12 11 77  2.79 2.93 2.94
  192.47  495 93.02  13 12 75  2.79 2.93 2.94
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   74.07 1376 99.55  16 13 72  2.81 2.93 2.94
   12.00    3  0.04  12 12 76  2.81 2.93 2.94
    0.00    0  0.00  12 12 76  2.81 2.93 2.94
    0.00    0  0.00  12 11 77  2.75 2.91 2.93
  112.55  229 25.22  13 12 75  2.75 2.91 2.93
  104.02 1648 167.41  16 13 71  2.85 2.93 2.94
    0.00    0  0.00  12 12 77  2.85 2.93 2.94
    0.00    0  0.00  12 12 76  2.85 2.93 2.94
 1024.00   24 23.99  12 12 76  2.78 2.91 2.93
  247.27  222 53.59  12 12 76  2.78 2.91 2.93
  105.39 1871 192.58  17 13 70  3.04 2.96 2.95
    0.00    0  0.00  12 11 77  3.04 2.96 2.95
   16.00    0  0.01  12 12 76  3.04 2.96 2.95
    6.67    3  0.02  12 12 76  2.95 2.95 2.94
    0.00    0  0.00  12 12 76  2.95 2.95 2.94
  105.45 1870 192.59  17 13 70  2.88 2.93 2.94
    0.00    0  0.00  12 11 77  2.88 2.93 2.94
    0.00    0  0.00  12 12 77  2.88 2.93 2.94
    0.00    0  0.00  12 12 76  2.73 2.90 2.92
    4.34   17  0.07  12 12 77  2.73 2.90 2.92
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  105.23 1875 192.64  17 13 70  2.67 2.89 2.92
    8.50    4  0.03  12 12 77  2.67 2.89 2.92
   16.00    0  0.01  12 12 76  2.67 2.89 2.92
  910.22   27 23.99  12 12 76  3.01 2.95 2.94
  214.49  257 53.93  12 12 77  3.01 2.95 2.94
  105.54 1868 192.51  16 13 71  3.01 2.95 2.94
    8.50    4  0.03  12 12 75  3.01 2.95 2.94
   40.00    1  0.04  12 12 76  3.01 2.95 2.94
    8.00    2  0.02  12 12 76  2.85 2.92 2.93
    0.00    0  0.00  12 12 76  2.85 2.92 2.93
   90.92 1095 97.26  15 12 72  2.78 2.91 2.92
  126.03  772 95.02  14 13 73  2.78 2.91 2.92
    0.00    0  0.00  12 12 76  2.78 2.91 2.92
    0.00    0  0.00  12 12 76  2.88 2.92 2.93
   16.00    0  0.01  12 12 76  2.88 2.92 2.93
   90.94 1081 95.97  14 12 73  2.73 2.89 2.92
  125.17  790 96.59  15 13 72  2.73 2.89 2.92
    0.00    0  0.00  12 12 77  2.73 2.89 2.92
 1024.00   24 23.94  12 12 76  2.51 2.84 2.90
  242.04  227 53.76  12 12 76  2.51 2.84 2.90
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  148.67  642 93.24  13 12 75  2.47 2.83 2.90
   82.83 1228 99.31  16 13 71  2.47 2.83 2.90
   16.00    0  0.01  12 12 76  2.47 2.83 2.90
    4.00    1  0.01  12 12 76  2.43 2.81 2.89
   16.00    1  0.02  12 12 76  2.43 2.81 2.89
   91.31  366 32.61  13 12 75  2.40 2.80 2.88
  108.49 1511 160.07  16 13 71  2.40 2.80 2.88
    0.00    0  0.00  12 12 76  2.40 2.80 2.88
    4.00    3  0.01  12 12 76  2.36 2.79 2.88
   16.00    1  0.02  12 12 76  2.36 2.79 2.88
    0.00    0  0.00  12 12 76  2.42 2.79 2.88
  105.23 1874 192.58  17 13 70  2.42 2.79 2.88
    0.00    0  0.00  12 12 77  2.42 2.79 2.88
  910.22   27 23.99  12 12 76  2.46 2.79 2.88
  237.33  233 53.89  12 12 75  2.46 2.79 2.88
    0.00    0  0.00  12 12 75  2.75 2.85 2.90
  105.15 1876 192.67  19 14 66  2.75 2.85 2.90
   10.00    1  0.01  13 13 74  2.75 2.85 2.90
    6.67    3  0.02  13 13 74  2.93 2.88 2.91
    0.00    0  0.00  13 13 74  2.93 2.88 2.91
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  13 12 75  2.85 2.87 2.90
  105.65 1866 192.54  18 14 68  2.85 2.87 2.90
    9.18   30  0.27  13 13 74  2.85 2.87 2.90
   32.00    5  0.16  13 12 75  2.62 2.82 2.89
   18.29    3  0.06  12 12 75  2.62 2.82 2.89
    0.00    0  0.00  15 13 73  2.57 2.81 2.88
  105.44 1870 192.57  18 14 68  2.57 2.81 2.88
   12.36   11  0.13  14 13 73  2.57 2.81 2.88
  501.25   49 24.23  15 12 73  2.85 2.86 2.90
  217.68  255 54.30  14 13 73  2.85 2.86 2.90
    8.80   10  0.09  14 13 73  2.70 2.83 2.89
  131.60 1482 190.50  16 13 71  2.70 2.83 2.89
    5.52  387  2.09  14 12 74  2.70 2.83 2.89
    0.00    0  0.00  12 12 77  2.56 2.80 2.88
    0.00    0  0.00  12 11 76  2.56 2.80 2.88
    0.00    0  0.00  12 12 76  2.60 2.80 2.88
  100.58  987 96.93  14 12 74  2.60 2.80 2.88
  109.87  892 95.68  15 13 72  2.60 2.80 2.88
    0.00    0  0.00  13 12 76  3.19 2.92 2.92
   16.00    0  0.01  12 12 76  3.19 2.92 2.92
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  12 12 76  3.17 2.92 2.92
  126.45  767 94.74  14 12 74  3.17 2.92 2.92
   90.80 1103 97.83  16 13 71  3.17 2.92 2.92
  910.22   27 24.00  13 12 75  3.32 2.95 2.93
  204.14  271 54.11  12 12 76  3.32 2.95 2.93
    4.00    0  0.00  12 12 76  3.21 2.94 2.93
   48.00    0  0.02  13 12 75  3.21 2.94 2.93
  105.16 1876 192.67  18 14 68  3.21 2.94 2.93
   37.33    1  0.05  12 12 76  3.12 2.92 2.92
    0.00    0  0.00  12 11 77  3.12 2.92 2.92
    0.00    0  0.00  12 11 77  3.19 2.94 2.93
    0.00    0  0.00  12 12 77  3.19 2.94 2.93
  105.36 1872 192.58  17 13 70  3.19 2.94 2.93
    0.00    0  0.00  12 11 77  3.25 2.96 2.93
   10.00    1  0.01  12 12 76  3.25 2.96 2.93
    0.00    0  0.00  12 11 77  3.15 2.94 2.93
    0.00    0  0.00  12 11 77  3.15 2.94 2.93
  105.42 1871 192.58  17 13 70  3.15 2.94 2.93
 1024.00   24 23.99  12 11 77  2.98 2.91 2.91
  240.10  229 53.80  12 12 76  2.98 2.91 2.91
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  12 11 77  2.82 2.88 2.90
    0.00    0  0.00  12 12 76  2.82 2.88 2.90
  105.28 1873 192.58  17 13 70  2.82 2.88 2.90
    6.67    3  0.02  12 12 76  3.07 2.93 2.92
    0.00    0  0.00  12 11 77  3.07 2.93 2.92
    0.00    0  0.00  12 11 77  3.07 2.93 2.92
    0.00    0  0.00  12 11 77  3.07 2.93 2.92
  105.33 1869 192.21  18 13 69  3.07 2.93 2.92
    8.44    4  0.04  16 14 70  3.06 2.93 2.92
   16.00    0  0.01  17 16 67  3.06 2.93 2.92
    0.00    0  0.00  17 16 67  3.22 2.96 2.93
    0.00    0  0.00  17 16 67  3.22 2.96 2.93
  105.44 1871 192.62  17 13 70  3.22 2.96 2.93
  631.90   39 24.06  13 12 75  3.36 3.00 2.94
  225.01  245 53.76  13 12 75  3.36 3.00 2.94
    0.00    0  0.00  14 12 74  3.25 2.98 2.94
    0.00    0  0.00  13 11 76  3.25 2.98 2.94
  104.29 1555 158.33  17 13 70  3.25 2.98 2.94
  110.84  316 34.25  15 12 74  3.15 2.97 2.93
    0.00    0  0.00  13 11 76  3.15 2.97 2.93
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  14 12 75  2.98 2.93 2.92
    0.00    0  0.00  14 12 75  2.98 2.93 2.92
  126.44  766 94.52  16 13 72  2.98 2.93 2.92
   90.60 1106 97.84  16 13 71  2.82 2.90 2.91
   16.00    0  0.01  13 12 75  2.82 2.90 2.91
    0.00    0  0.00  12 11 77  2.91 2.92 2.92
    4.00    0  0.00  13 11 76  2.91 2.92 2.92
  200.77  248 48.61  13 11 76  2.91 2.92 2.92
   84.88 1745 144.65  18 13 69  2.84 2.90 2.91
  379.43  209 77.42  13 11 76  2.84 2.90 2.91
    0.00    0  0.00  13 11 76  2.77 2.89 2.90
    0.00    0  0.00  13 11 76  2.77 2.89 2.90
   10.00    1  0.01  13 11 76  2.77 2.89 2.90
  105.33 1872 192.55  18 13 70  2.79 2.89 2.91
    0.00    0  0.00  13 11 76  2.79 2.89 2.91
    4.00    2  0.01  13 11 76  2.65 2.86 2.89
    4.00    6  0.03  13 11 76  2.65 2.86 2.89
    0.00    0  0.00  13 11 76  2.65 2.86 2.89
  105.44 1870 192.56  18 13 69  2.59 2.84 2.89
   16.00    0  0.01  13 11 76  2.59 2.84 2.89
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  13 11 76  2.39 2.80 2.87
    0.00    0  0.00  13 11 76  2.39 2.80 2.87
    0.00    0  0.00  13 11 76  2.39 2.80 2.87
  105.52 1868 192.52  18 13 70  2.28 2.77 2.86
  286.28  278 77.70  12 11 76  2.28 2.77 2.86
    0.00    0  0.00  12 11 77  2.17 2.74 2.85
    0.00    0  0.00  12 11 77  2.17 2.74 2.85
   16.00    0  0.01  13 12 75  2.17 2.74 2.85
  105.41 1871 192.56  18 13 70  2.32 2.76 2.86
    4.00    3  0.01  13 12 75  2.32 2.76 2.86
    0.00    0  0.00  14 12 75  2.45 2.78 2.86
    0.00    0  0.00  13 11 76  2.45 2.78 2.86
    0.00    0  0.00  13 12 75  2.45 2.78 2.86
  119.83 1638 191.63  17 12 71  2.34 2.75 2.85
    4.03  233  0.92  14 12 74  2.34 2.75 2.85
    0.00    0  0.00  13 11 76  2.23 2.72 2.84
    0.00    0  0.00  12 11 76  2.23 2.72 2.84
    0.00    0  0.00  13 11 76  2.23 2.72 2.84
  140.37 1369 187.72  15 12 73  2.61 2.79 2.86
  113.21  745 82.32  15 12 73  2.61 2.79 2.86
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  13 11 76  2.64 2.79 2.86
    0.00    0  0.00  12 11 76  2.64 2.79 2.86
   16.00    0  0.01  13 11 76  2.64 2.79 2.86
  125.87  769 94.53  14 11 75  2.51 2.76 2.85
   90.86 1102 97.80  16 12 72  2.51 2.76 2.85
    4.00    0  0.00  12 11 77  2.31 2.72 2.84
    0.00    0  0.00  12 11 77  2.31 2.72 2.84
    4.00    1  0.00  12 11 77  2.31 2.72 2.84
   12.00   57  0.67  13 11 76  2.36 2.72 2.84
  108.40 1813 191.90  17 13 70  2.36 2.72 2.84
    0.00    0  0.00  12 11 76  2.57 2.76 2.85
    0.00    0  0.00  13 11 76  2.57 2.76 2.85
    0.00    0  0.00  13 11 76  2.57 2.76 2.85
    0.00    0  0.00  12 11 77  2.53 2.75 2.84
  130.16 2127 270.36  18 13 69  2.53 2.75 2.84
    0.00    0  0.00  13 11 76  2.41 2.72 2.83
    0.00    0  0.00  13 11 76  2.41 2.72 2.83
    5.71    3  0.02  13 12 75  2.41 2.72 2.83
    0.00    0  0.00  12 11 77  2.37 2.70 2.83
  105.52 1868 192.52  18 13 69  2.37 2.70 2.83
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  13 11 76  2.50 2.73 2.83
    0.00    0  0.00  13 11 77  2.50 2.73 2.83
    0.00    0  0.00  13 11 76  2.50 2.73 2.83
    0.00    0  0.00  13 11 76  2.46 2.71 2.83
  105.63 1866 192.53  18 13 69  2.46 2.71 2.83
    4.00    6  0.03  13 11 76  3.07 2.83 2.87
    0.00    0  0.00  13 11 76  3.07 2.83 2.87
    0.00    0  0.00  13 11 76  3.07 2.83 2.87
    0.00    0  0.00  13 11 76  3.06 2.84 2.87
  147.12 1875 269.33  19 14 67  3.06 2.84 2.87
    4.00  233  0.91  15 13 72  3.22 2.87 2.88
    0.00    0  0.00  14 12 74  3.22 2.87 2.88
    6.00    3  0.02  14 13 73  3.22 2.87 2.88
    0.00    0  0.00  12 12 76  3.12 2.86 2.88
  125.78 1558 191.34  17 14 69  3.12 2.86 2.88
    4.00  317  1.24  15 13 72  3.27 2.89 2.89
    0.00    0  0.00  13 12 74  3.27 2.89 2.89
    7.30   54  0.39  14 13 73  3.27 2.89 2.89
   10.67    1  0.02  13 12 75  3.17 2.88 2.88
  125.73  773 94.90  16 13 71  3.17 2.88 2.88
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
   90.87 1102 97.82  16 14 70  3.31 2.91 2.90
    0.00    0  0.00  13 12 75  3.31 2.91 2.90
    0.00    0  0.00  14 12 73  3.31 2.91 2.90
   16.00    1  0.02  13 13 74  3.29 2.91 2.90
  262.27  541 138.67  15 13 72  3.29 2.91 2.90
   81.91 1649 131.94  18 14 67  3.26 2.91 2.90
    0.00    0  0.00  13 12 75  3.26 2.91 2.90
   10.00    1  0.01  12 12 76  3.26 2.91 2.90
    6.00    4  0.02  12 11 76  3.40 2.95 2.91
    0.00    0  0.00  12 12 76  3.40 2.95 2.91
  105.38 1871 192.56  19 14 67  3.69 3.02 2.93
    0.00    0  0.00  14 12 74  3.69 3.02 2.93
    0.00    0  0.00  14 13 73  3.69 3.02 2.93
    8.00    2  0.02  14 13 74  3.63 3.01 2.93
   49.00    2  0.10  15 12 73  3.63 3.01 2.93
  104.51 1885 192.40  19 14 67  3.74 3.05 2.95
   14.67    3  0.04  12 11 76  3.74 3.05 2.95
    0.00    0  0.00  14 12 74  3.74 3.05 2.95
    0.00    0  0.00  12 11 77  3.76 3.06 2.95
  285.66  279 77.95  14 12 74  3.76 3.06 2.95
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
  105.35 1872 192.60  17 12 71  3.70 3.06 2.95
    4.00    2  0.01  14 12 74  3.70 3.06 2.95
   21.33    1  0.03  14 12 74  3.70 3.06 2.95
    4.00    2  0.01  14 11 75  3.65 3.06 2.95
    0.00    0  0.00  13 11 76  3.65 3.06 2.95
  104.02 1560 158.49  16 12 72  3.59 3.06 2.95
  110.98  314 34.08  15 12 73  3.59 3.06 2.95
    0.00    0  0.00  13 11 77  3.59 3.06 2.95
    0.00    0  0.00  13 11 76  3.39 3.02 2.94
   16.00    0  0.01  14 12 75  3.39 3.02 2.94
  114.21 1114 124.26  16 13 71  3.19 2.99 2.93
   91.92  757 67.97  18 14 68  3.19 2.99 2.93
   16.55   14  0.23  14 13 73  3.19 2.99 2.93
    0.00    0  0.00  14 12 74  3.50 3.06 2.95
  273.42  292 78.07  13 11 76  3.50 3.06 2.95
  119.35  538 62.73  14 11 75  3.30 3.02 2.94
   99.81 1332 129.80  17 12 70  3.30 3.02 2.94
   49.33    1  0.07  14 12 75  3.30 3.02 2.94
    0.00    0  0.00  14 12 74  3.11 2.99 2.93
    0.00    0  0.00  14 12 74  3.11 2.99 2.93
              disk0       cpu    load average
    KB/t  tps  MB/s  us sy id   1m   5m   15m
    0.00    0  0.00  13 11 76  3.11 2.99 2.93
  105.52 1866 192.25  18 13 69  3.11 2.99 2.93
    0.00    0  0.00  14 11 75  3.11 2.99 2.93
    0.00    0  0.00  14 11 75  3.10 2.99 2.93
   16.00    0  0.01  13 11 76  3.10 2.99 2.93
    0.00    0  0.00  13 11 76  3.01 2.97 2.92
  108.90 1911 203.19  18 13 68  3.01 2.97 2.92
